transaction_id,supplier_id,transaction_date,contract_value_usd,currency,category,subcategory,department,contract_duration_months,tender_type,local_content_percentage,payment_terms,contract_start_date,contract_end_date,po_number,delivery_location,project_code,budget_code,approval_level,contract_status
TXN004403,SUP0180,2011-09-18,28031.54,USD,Environmental Services,Mechanical Services,Community Relations,3,Open Tender,98.3,Net 90,2011-09-18,2011-12-17,PO966913,Accra Office,PRJ2929,BUD612,Director,Completed
TXN004404,SUP0197,2011-03-05,327687.92,USD,Consulting Services,Equipment Parts,Security,36,Restricted Tender,24.3,Upon Delivery,2011-03-05,2014-02-17,PO858343,Ahafo North,PRJ5505,BUD809,Manager,Completed
TXN004405,SUP0333,2010-11-23,31843.15,USD,Catering Services,Accounting Services,Community Relations,3,Open Tender,95.6,Net 60,2010-11-23,2011-02-21,PO788538,Accra Office,PRJ5336,BUD258,VP,Completed
TXN004406,SUP0354,2023-10-27,115501.94,USD,Legal Services,Waste Management,Maintenance,12,Open Tender,90.6,Net 60,2023-10-27,2024-10-21,PO109072,Subika,PRJ6437,BUD403,Director,Completed
TXN004407,SUP0059,2022-11-19,27214.12,USD,Safety Equipment,IT Services,Maintenance,3,Restricted Tender,95.5,Upon Delivery,2022-11-19,2023-02-17,PO930141,Ahafo South,PRJ3308,BUD165,VP,Completed
TXN004408,SUP0420,2020-07-21,208182.63,USD,Safety Equipment,Financial Services,Mining Operations,3,Open Tender,25.6,Net 90,2020-07-21,2020-10-19,PO738425,Subika,PRJ8321,BUD412,SVP,Completed
TXN004409,SUP0465,2010-02-10,779038.28,USD,Supplies & Materials,Consulting Services,Administration,2,Open Tender,8.4,Net 60,2010-02-10,2010-04-11,PO712236,Ahafo North,PRJ8465,BUD206,SVP,Completed
TXN004410,SUP0060,2022-04-14,58691.75,USD,Consulting Services,Waste Management,Maintenance,6,Restricted Tender,82.7,Upon Delivery,2022-04-14,2022-10-11,PO932990,Ahafo North,PRJ2320,BUD368,SVP,Completed
TXN004411,SUP0474,2011-10-06,2043969.99,USD,Medical Services,Electrical Services,Mining Operations,12,Open Tender,10.0,Net 60,2011-10-06,2012-09-30,PO623277,Subika,PRJ9770,BUD148,VP,Completed
TXN004412,SUP0084,2017-09-20,15061.43,USD,Waste Management,Mechanical Services,Administration,1,Direct Award,99.9,Net 60,2017-09-20,2017-10-20,PO544410,Accra Office,PRJ8010,BUD734,SVP,Completed
TXN004413,SUP0324,2023-03-24,77221.02,USD,Accounting Services,Equipment Rental,Mining Operations,24,Open Tender,82.4,Upon Delivery,2023-03-24,2025-03-13,PO593498,Subika,PRJ5803,BUD385,VP,Cancelled
TXN004414,SUP0381,2021-07-02,22975.68,USD,IT Services,Office Supplies,Mining Operations,6,Direct Award,98.7,Upon Delivery,2021-07-02,2021-12-29,PO895336,Subika,PRJ2134,BUD341,VP,Completed
TXN004415,SUP0018,2010-02-04,404199.84,USD,Electrical Services,Laboratory Services,Mining Operations,1,Restricted Tender,50.7,Net 60,2010-02-04,2010-03-06,PO857117,Ahafo North,PRJ7814,BUD103,VP,Completed
TXN004416,SUP0201,2023-07-04,224693.96,USD,Laboratory Services,Environmental Services,Mining Operations,12,Open Tender,18.6,Net 60,2023-07-04,2024-06-28,PO829158,Accra Office,PRJ6453,BUD779,Manager,Completed
TXN004417,SUP0040,2025-08-30,77433.01,USD,Legal Services,Mechanical Services,Mining Operations,24,Restricted Tender,40.4,Net 60,2025-08-30,2027-08-20,PO363368,Accra Office,PRJ5082,BUD628,Manager,Active
TXN004418,SUP0344,2012-06-27,970665.46,USD,Equipment Parts,Financial Services,Mining Operations,1,Open Tender,64.8,Net 90,2012-06-27,2012-07-27,PO982365,Subika,PRJ5826,BUD590,Director,Completed
TXN004419,SUP0149,2019-06-19,10124.5,USD,Equipment Rental,Office Supplies,Environmental,3,Direct Award,97.9,Net 90,2019-06-19,2019-09-17,PO526899,Ahafo South,PRJ2145,BUD468,SVP,Completed
TXN004420,SUP0165,2022-06-08,10810.61,USD,Office Supplies,Transportation & Logistics,Mining Operations,2,Direct Award,95.3,Net 60,2022-06-08,2022-08-07,PO839509,Ahafo North,PRJ4932,BUD988,Manager,Completed
TXN004421,SUP0195,2020-06-09,130377.69,USD,Maintenance Services,Accounting Services,Environmental,1,Restricted Tender,82.1,Upon Delivery,2020-06-09,2020-07-09,PO451574,Subika,PRJ9494,BUD130,VP,Completed
TXN004422,SUP0493,2015-03-17,155626.76,USD,Waste Management,Environmental Services,Security,1,Restricted Tender,93.3,Upon Delivery,2015-03-17,2015-04-16,PO136829,Ahafo North,PRJ3138,BUD560,VP,Completed
TXN004423,SUP0418,2015-05-31,1639975.0,GHS,Laboratory Services,IT Services,Mining Operations,3,Open Tender,91.2,Net 30,2015-05-31,2015-08-29,PO323535,Accra Office,PRJ3887,BUD927,SVP,Completed
TXN004424,SUP0252,2011-07-07,58983.47,USD,Waste Management,Legal Services,Mining Operations,3,Direct Award,81.9,Upon Delivery,2011-07-07,2011-10-05,PO766621,Ahafo North,PRJ5657,BUD405,SVP,Completed
TXN004425,SUP0109,2017-11-24,206457.375,GHS,Consulting Services,Environmental Services,Community Relations,12,Direct Award,93.7,Net 60,2017-11-24,2018-11-19,PO165669,Ahafo South,PRJ3130,BUD740,Manager,Completed
TXN004426,SUP0065,2014-09-14,29058.72,USD,Environmental Services,Transportation & Logistics,Maintenance,24,Open Tender,91.1,Net 30,2014-09-14,2016-09-03,PO615419,Ahafo North,PRJ8999,BUD652,Manager,Completed
TXN004427,SUP0129,2018-11-11,24962.37,USD,Civil Works,Mechanical Services,Mining Operations,2,Direct Award,96.9,Net 30,2018-11-11,2019-01-10,PO434443,Subika,PRJ6680,BUD737,VP,Completed
TXN004428,SUP0235,2021-07-09,194637.24,USD,Maintenance Services,Environmental Services,Mining Operations,12,Open Tender,82.6,Upon Delivery,2021-07-09,2022-07-04,PO342899,Subika,PRJ8094,BUD433,VP,Completed
TXN004429,SUP0012,2011-10-17,4675440.34,USD,Electrical Services,Environmental Services,Mining Operations,24,Open Tender,6.9,Net 30,2011-10-17,2013-10-06,PO273274,Ahafo North,PRJ6547,BUD242,Manager,Completed
TXN004430,SUP0457,2013-11-04,17246.01,USD,Financial Services,Transportation & Logistics,Mining Operations,36,Direct Award,97.0,Upon Delivery,2013-11-04,2016-10-19,PO553814,Ahafo South,PRJ6178,BUD954,VP,Cancelled
TXN004431,SUP0158,2018-10-01,396893.77,USD,Mechanical Services,Security Services,Administration,24,Restricted Tender,38.2,Net 90,2018-10-01,2020-09-20,PO284133,Ahafo North,PRJ9726,BUD393,SVP,Completed
TXN004432,SUP0124,2010-10-22,17507.19,USD,Office Supplies,Transportation & Logistics,Maintenance,2,Direct Award,95.6,Net 60,2010-10-22,2010-12-21,PO146615,Ahafo North,PRJ2298,BUD785,Director,Completed
TXN004433,SUP0203,2025-02-16,153136.01,USD,Office Supplies,Medical Services,Maintenance,1,Open Tender,86.3,Upon Delivery,2025-02-16,2025-03-18,PO195599,Ahafo North,PRJ4434,BUD863,Director,Completed
TXN004434,SUP0468,2010-05-18,2729542.88,USD,Laboratory Services,Catering Services,Maintenance,3,Open Tender,0.4,Upon Delivery,2010-05-18,2010-08-16,PO500173,Accra Office,PRJ5800,BUD229,SVP,Completed
TXN004435,SUP0068,2020-10-11,3620679.125,GHS,Security Services,Catering Services,Community Relations,24,Open Tender,31.1,Upon Delivery,2020-10-11,2022-10-01,PO242799,Accra Office,PRJ9873,BUD819,VP,Completed
TXN004436,SUP0191,2014-03-05,25254.4,USD,Training Services,Laboratory Services,Mining Operations,12,Direct Award,96.4,Net 60,2014-03-05,2015-02-28,PO654889,Accra Office,PRJ7204,BUD129,Director,Completed
TXN004437,SUP0270,2013-05-10,149146.42,USD,Financial Services,Mechanical Services,Mining Operations,1,Open Tender,89.1,Upon Delivery,2013-05-10,2013-06-09,PO570638,Ahafo North,PRJ5401,BUD548,Manager,Completed
TXN004438,SUP0325,2010-03-01,11784797.65,USD,Construction Services,Fuel & Lubricants,Maintenance,12,Open Tender,0.2,Net 60,2010-03-01,2011-02-24,PO798181,Ahafo North,PRJ4635,BUD372,VP,Completed
TXN004439,SUP0191,2024-04-12,5620.52,USD,Training Services,Laboratory Services,Maintenance,36,Restricted Tender,97.0,Net 90,2024-04-12,2027-03-28,PO603671,Ahafo North,PRJ6605,BUD535,Director,Active
TXN004440,SUP0284,2014-04-30,29578.61,USD,Legal Services,Office Supplies,Environmental,36,Restricted Tender,95.3,Net 60,2014-04-30,2017-04-14,,Accra Office,PRJ9187,BUD759,Manager,Completed
TXN004441,SUP0442,2011-04-04,5680935.13,USD,Equipment Parts,Civil Works,Mining Operations,2,Open Tender,6.8,Net 90,2011-04-04,2011-06-03,PO323310,Subika,PRJ9695,BUD465,SVP,Completed
TXN004442,SUP0226,2014-11-24,165289.52,USD,Waste Management,Security Services,Administration,1,Open Tender,73.6,Net 60,2014-11-24,2014-12-24,PO913641,Accra Office,PRJ4614,BUD863,Director,Completed
TXN004443,SUP0072,2013-10-26,1985863.0,GHS,Safety Equipment,Mechanical Services,Mining Operations,3,Open Tender,73.4,Net 90,2013-10-26,2014-01-24,PO955443,Accra Office,PRJ1371,BUD419,Director,Completed
TXN004444,SUP0331,2015-09-17,172755.06,USD,Transportation & Logistics,Waste Management,Security,1,Open Tender,92.7,Net 60,2015-09-17,2015-10-17,PO447149,Subika,PRJ6533,BUD397,SVP,Completed
TXN004445,SUP0243,2021-09-09,4671264.73,USD,Laboratory Services,Office Supplies,Administration,24,Open Tender,3.0,Net 60,2021-09-09,2023-08-30,PO706965,Accra Office,PRJ8506,BUD764,Manager,Completed
TXN004446,SUP0380,2016-07-29,1583070.125,GHS,Supplies & Materials,Construction Services,Mining Operations,1,Open Tender,70.4,Net 30,2016-07-29,2016-08-28,,Accra Office,PRJ9805,BUD974,Manager,Completed
TXN004447,SUP0202,2018-01-25,9034.1,USD,Medical Services,Legal Services,Mining Operations,24,Restricted Tender,95.5,Upon Delivery,2018-01-25,2020-01-15,PO768605,Subika,PRJ7549,BUD990,SVP,Completed
TXN004448,SUP0485,2015-03-23,404980.77,USD,Legal Services,Transportation & Logistics,Mining Operations,24,Open Tender,33.7,Upon Delivery,2015-03-23,2017-03-12,PO982281,Subika,PRJ7227,BUD723,Manager,Completed
TXN004449,SUP0444,2016-08-30,195752.97,USD,Financial Services,Construction Services,Mining Operations,6,Open Tender,91.8,Net 90,2016-08-30,2017-02-26,PO882371,Accra Office,PRJ9183,BUD864,Director,Completed
TXN004450,SUP0067,2014-08-25,23203.3,USD,Financial Services,Civil Works,Maintenance,3,Direct Award,99.0,Net 60,2014-08-25,2014-11-23,PO753891,Ahafo South,PRJ3671,BUD390,VP,Completed
TXN004451,SUP0308,2017-11-25,189668.17,USD,Consulting Services,Safety Equipment,Security,24,Open Tender,94.5,Upon Delivery,2017-11-25,2019-11-15,PO822963,Accra Office,PRJ1475,BUD110,SVP,Completed
TXN004452,SUP0299,2013-08-17,201419.98,USD,Fuel & Lubricants,Accounting Services,Environmental,1,Restricted Tender,19.4,Net 90,2013-08-17,2013-09-16,PO427979,Subika,PRJ3615,BUD531,VP,Cancelled
TXN004453,SUP0221,2010-09-18,711923.5,USD,Laboratory Services,Mechanical Services,Maintenance,12,Open Tender,11.8,Upon Delivery,2010-09-18,2011-09-13,PO125196,Subika,PRJ4380,BUD160,Manager,Cancelled
TXN004454,SUP0220,2012-11-20,119407.59,USD,Laboratory Services,Catering Services,Maintenance,36,Open Tender,18.7,Net 30,2012-11-20,2015-11-05,PO336337,Ahafo North,PRJ9382,BUD129,Manager,Completed
TXN004455,SUP0444,2015-05-31,115691.65,USD,Financial Services,Construction Services,Mining Operations,36,Restricted Tender,85.0,Upon Delivery,2015-05-31,2018-05-15,PO195543,Accra Office,PRJ3355,BUD657,Director,Completed
TXN004456,SUP0033,2015-07-23,45057.84,USD,Civil Works,Equipment Parts,Mining Operations,2,Restricted Tender,99.7,Upon Delivery,2015-07-23,2015-09-21,PO676427,Ahafo South,PRJ6250,BUD661,Manager,Completed
TXN004457,SUP0209,2010-11-09,36895.53,USD,Fuel & Lubricants,Environmental Services,Security,3,Restricted Tender,97.3,Net 30,2010-11-09,2011-02-07,PO222649,Subika,PRJ4579,BUD311,SVP,Completed
TXN004458,SUP0500,2016-04-14,2049854.79,USD,Transportation & Logistics,Catering Services,Administration,1,Restricted Tender,15.0,Net 90,2016-04-14,2016-05-14,PO523310,Accra Office,PRJ1346,BUD232,SVP,Completed
TXN004459,SUP0401,2021-01-05,49748.67,USD,Accounting Services,IT Services,Mining Operations,3,Direct Award,96.6,Upon Delivery,2021-01-05,2021-04-05,PO174320,Subika,PRJ7241,BUD474,SVP,Completed
TXN004460,SUP0109,2024-10-21,137952.12,USD,Consulting Services,Environmental Services,Mining Operations,24,Open Tender,77.4,Net 90,2024-10-21,2026-10-11,PO585155,Subika,PRJ6790,BUD606,VP,Active
TXN004461,SUP0471,2022-09-30,18175.91,USD,Supplies & Materials,IT Services,Mining Operations,2,Direct Award,97.3,Net 90,2022-09-30,2022-11-29,PO485712,Ahafo South,PRJ6613,BUD431,Director,Completed
TXN004462,SUP0105,2025-06-09,4743306.58,USD,Catering Services,Mechanical Services,Mining Operations,36,Open Tender,7.7,Upon Delivery,2025-06-09,2028-05-24,PO240513,Ahafo South,PRJ8259,BUD217,VP,Active
TXN004463,SUP0374,2021-07-12,522622.9,USD,IT Services,Training Services,Administration,6,Open Tender,25.5,Net 90,2021-07-12,2022-01-08,PO177916,Ahafo North,PRJ6652,BUD264,VP,Completed
TXN004464,SUP0186,2012-12-09,764660.89,USD,Electrical Services,Legal Services,Environmental,36,Open Tender,32.0,Net 90,2012-12-09,2015-11-24,PO250378,Ahafo South,PRJ8424,BUD784,Director,Completed
TXN004465,SUP0174,2011-09-01,136672.38,USD,Construction Services,Laboratory Services,Mining Operations,12,Restricted Tender,77.8,Net 90,2011-09-01,2012-08-26,PO200957,Ahafo South,PRJ4030,BUD194,VP,Completed
TXN004466,SUP0477,2018-05-24,44888.82,USD,Training Services,Mechanical Services,Mining Operations,12,Restricted Tender,97.3,Net 90,2018-05-24,2019-05-19,PO845047,Subika,PRJ6237,BUD252,Manager,Cancelled
TXN004467,SUP0060,2014-08-03,16583.41,USD,Consulting Services,Waste Management,Environmental,1,Restricted Tender,90.8,Net 60,2014-08-03,2014-09-02,PO596589,Accra Office,PRJ5293,BUD574,Director,Completed
TXN004468,SUP0034,2010-07-30,1714879.4,USD,Consulting Services,Consulting Services,Maintenance,24,Open Tender,11.2,Net 60,2010-07-30,2012-07-19,PO414767,Ahafo South,PRJ4089,BUD942,VP,Completed
TXN004469,SUP0380,2025-04-28,104447.1,USD,Supplies & Materials,Construction Services,Environmental,1,Open Tender,82.8,Net 60,2025-04-28,2025-05-28,PO858639,Ahafo South,PRJ3761,BUD855,VP,Completed
TXN004470,SUP0351,2016-05-29,316119.17,USD,Accounting Services,Civil Works,Mining Operations,1,Open Tender,55.0,Net 60,2016-05-29,2016-06-28,PO711057,Ahafo North,PRJ8151,BUD339,VP,Cancelled
TXN004471,SUP0349,2024-06-11,35013.82,USD,Security Services,Construction Services,Security,1,Restricted Tender,87.2,Net 90,2024-06-11,2024-07-11,PO194638,Ahafo North,PRJ2450,BUD942,Manager,Completed
TXN004472,SUP0447,2018-02-11,4092877.15,USD,Safety Equipment,Transportation & Logistics,Community Relations,3,Open Tender,2.5,Net 60,2018-02-11,2018-05-12,PO470757,Accra Office,PRJ6193,BUD696,Manager,Completed
TXN004473,SUP0172,2010-08-09,10254.19,USD,Fuel & Lubricants,Supplies & Materials,Maintenance,2,Restricted Tender,95.6,Upon Delivery,2010-08-09,2010-10-08,PO737305,Subika,PRJ2450,BUD239,Director,Completed
TXN004474,SUP0357,2013-06-14,25786.59,USD,Supplies & Materials,Construction Services,Environmental,2,Open Tender,96.3,Net 90,2013-06-14,2013-08-13,PO526389,Ahafo South,PRJ2414,BUD666,Manager,Completed
TXN004475,SUP0020,2012-07-21,147673.96,USD,Office Supplies,Electrical Services,Security,1,Open Tender,75.7,Net 90,2012-07-21,2012-08-20,PO877009,Ahafo North,PRJ5292,BUD920,VP,Completed
TXN004476,SUP0152,2020-08-10,34660.41,USD,Medical Services,Office Supplies,Mining Operations,1,Open Tender,74.3,Net 60,2020-08-10,2020-09-09,PO324750,Accra Office,PRJ3881,BUD572,SVP,Completed
TXN004477,SUP0174,2022-04-07,199254.6,USD,Construction Services,Laboratory Services,Security,12,Open Tender,92.4,Net 30,2022-04-07,2023-04-02,PO294657,Accra Office,PRJ4919,BUD397,Director,Completed
TXN004478,SUP0215,2012-08-08,271177.32,USD,Security Services,Civil Works,Mining Operations,1,Open Tender,16.9,Net 60,2012-08-08,2012-09-07,PO127178,Ahafo North,PRJ2414,BUD812,Director,Completed
TXN004479,SUP0101,2021-04-09,119262.35,USD,Equipment Parts,Supplies & Materials,Community Relations,1,Restricted Tender,97.0,Net 60,2021-04-09,2021-05-09,PO141349,Ahafo South,PRJ5751,BUD706,VP,Completed
TXN004480,SUP0260,2022-07-28,44381.32,USD,Electrical Services,Mechanical Services,Mining Operations,1,Restricted Tender,95.5,Net 60,2022-07-28,2022-08-27,PO748092,Ahafo South,PRJ9929,BUD760,Manager,Completed
TXN004481,SUP0308,2022-12-22,106288.89,USD,Consulting Services,Safety Equipment,Security,12,Open Tender,81.4,Upon Delivery,2022-12-22,2023-12-17,PO416689,Subika,PRJ3585,BUD292,Manager,Completed
TXN004482,SUP0393,2022-11-02,91755.93,USD,Electrical Services,Fuel & Lubricants,Mining Operations,1,Restricted Tender,71.5,Net 30,2022-11-02,2022-12-02,PO638063,Ahafo North,PRJ2148,BUD786,Director,Completed
TXN004483,SUP0226,2014-04-24,167784.6,USD,Waste Management,Security Services,Maintenance,2,Open Tender,80.9,Upon Delivery,2014-04-24,2014-06-23,PO688867,Ahafo North,PRJ2541,BUD552,Director,Completed
TXN004484,SUP0275,2015-03-28,174848.6,USD,Medical Services,Security Services,Mining Operations,12,Open Tender,51.8,Upon Delivery,2015-03-28,2016-03-22,PO612812,Ahafo South,PRJ5921,BUD828,Manager,Completed
TXN004485,SUP0351,2020-11-11,357017.45,USD,Accounting Services,Civil Works,Mining Operations,1,Open Tender,44.9,Net 30,2020-11-11,2020-12-11,PO999948,Ahafo North,PRJ9976,BUD676,Manager,Completed
TXN004486,SUP0333,2023-11-14,7790.45,USD,Catering Services,Accounting Services,Mining Operations,1,Direct Award,99.3,Upon Delivery,2023-11-14,2023-12-14,PO404676,Ahafo South,PRJ6260,BUD932,Manager,Completed
TXN004487,SUP0298,2012-07-06,66139.55,USD,Laboratory Services,Accounting Services,Administration,3,Open Tender,82.1,Net 60,2012-07-06,2012-10-04,PO919694,Ahafo North,PRJ1375,BUD881,Director,Completed
TXN004488,SUP0202,2016-02-10,21635.4,USD,Medical Services,Legal Services,Mining Operations,6,Restricted Tender,99.0,Net 90,2016-02-10,2016-08-08,PO550738,Ahafo South,PRJ9078,BUD178,VP,Completed
TXN004489,SUP0460,2021-08-24,33415.87,USD,Legal Services,Equipment Parts,Security,12,Open Tender,99.7,Upon Delivery,2021-08-24,2022-08-19,,Ahafo South,PRJ9125,BUD564,VP,Completed
TXN004490,SUP0229,2013-06-11,3317998.35,USD,IT Services,Laboratory Services,Mining Operations,6,Open Tender,0.9,Upon Delivery,2013-06-11,2013-12-08,PO259408,Ahafo North,PRJ2232,BUD945,SVP,Completed
TXN004491,SUP0307,2014-09-08,271788.09,USD,Legal Services,Financial Services,Administration,1,Open Tender,68.8,Upon Delivery,2014-09-08,2014-10-08,PO127365,Ahafo North,PRJ9150,BUD757,Manager,Completed
TXN004492,SUP0038,2012-01-31,14885.77,USD,IT Services,Safety Equipment,Mining Operations,36,Direct Award,95.4,Net 30,2012-01-31,2015-01-15,PO430780,Accra Office,PRJ1507,BUD292,SVP,Completed
TXN004493,SUP0181,2014-08-13,123638.23,USD,Financial Services,Medical Services,Mining Operations,1,Open Tender,89.6,Upon Delivery,2014-08-13,2014-09-12,PO518316,Accra Office,PRJ1372,BUD113,VP,Completed
TXN004494,SUP0167,2023-04-27,96122.68,USD,Supplies & Materials,Waste Management,Mining Operations,3,Open Tender,93.9,Net 90,2023-04-27,2023-07-26,PO522150,Accra Office,PRJ7507,BUD802,Director,Completed
TXN004495,SUP0212,2013-01-26,629090.22,USD,Medical Services,Training Services,Community Relations,3,Open Tender,39.1,Net 60,2013-01-26,2013-04-26,PO823540,Accra Office,PRJ1971,BUD129,SVP,Completed
TXN004496,SUP0161,2012-06-04,34324.35,USD,Accounting Services,Medical Services,Maintenance,36,Direct Award,87.0,Net 90,2012-06-04,2015-05-20,PO648316,Ahafo South,PRJ1432,BUD693,SVP,Completed
TXN004497,SUP0336,2011-06-23,47656.46,USD,Laboratory Services,Training Services,Maintenance,6,Restricted Tender,97.3,Net 30,2011-06-23,2011-12-20,PO686608,Accra Office,PRJ4242,BUD355,Director,Completed
TXN004498,SUP0036,2014-11-07,25323269.550333954,USD,Construction Services,Catering Services,Security,6,Open Tender,38.9,Net 60,2014-11-07,2015-05-06,PO985396,Ahafo South,PRJ7655,BUD445,SVP,Completed
TXN004499,SUP0430,2016-07-29,10373.32,USD,Consulting Services,Civil Works,Mining Operations,6,Direct Award,98.7,Net 60,2016-07-29,2017-01-25,PO753316,Ahafo North,PRJ4987,BUD579,VP,Completed
TXN004500,SUP0206,2023-06-15,27597.86,USD,Office Supplies,Medical Services,Administration,3,Open Tender,96.1,Net 30,2023-06-15,2023-09-13,PO981568,Accra Office,PRJ4055,BUD245,VP,Completed
TXN004501,SUP0388,2022-02-24,57771.36,USD,Electrical Services,Waste Management,Mining Operations,36,Open Tender,85.3,Net 60,2022-02-24,2025-02-08,PO819214,,PRJ6532,BUD860,VP,Completed
TXN004502,SUP0380,2017-12-26,184732.92,USD,Supplies & Materials,Construction Services,Community Relations,2,Open Tender,78.7,Net 30,2017-12-26,2018-02-24,PO321850,Ahafo South,PRJ7894,BUD900,Manager,Completed
TXN004503,SUP0258,2014-10-26,331829.61,USD,Waste Management,Construction Services,Mining Operations,2,Open Tender,26.7,Net 60,2014-10-26,2014-12-25,PO916091,Ahafo North,PRJ8018,BUD607,Director,Completed
TXN004504,SUP0136,2022-04-15,567412.32,USD,Construction Services,Catering Services,Environmental,36,Restricted Tender,91.2,Upon Delivery,2022-04-15,2025-03-30,PO304946,Accra Office,PRJ4154,BUD248,Director,Completed
TXN004505,SUP0238,2021-12-06,36426.5,USD,Financial Services,Legal Services,Mining Operations,1,Direct Award,98.7,Net 30,2021-12-06,2022-01-05,PO370634,Ahafo North,PRJ7737,BUD361,SVP,Completed
TXN004506,SUP0444,2018-03-02,90007.87,USD,Financial Services,Construction Services,Environmental,24,Open Tender,82.2,Net 90,2018-03-02,2020-02-20,PO533371,Accra Office,PRJ5480,BUD629,SVP,Completed
TXN004507,SUP0214,2020-10-03,2344947.875,GHS,Maintenance Services,Environmental Services,Community Relations,36,Open Tender,93.4,Net 90,2020-10-03,2023-09-18,PO203038,Accra Office,PRJ4782,BUD602,Manager,Completed
TXN004508,SUP0433,2012-12-03,553773.23,USD,Electrical Services,Legal Services,Maintenance,1,Open Tender,11.7,Upon Delivery,2012-12-03,2013-01-02,PO339059,Ahafo South,PRJ8493,BUD440,VP,Completed
TXN004509,SUP0464,2013-10-13,300819.18,USD,Medical Services,Electrical Services,Community Relations,24,Open Tender,52.0,Upon Delivery,2013-10-13,2015-10-03,PO604140,Accra Office,PRJ1611,BUD224,VP,Cancelled
TXN004510,SUP0182,2018-01-14,30321.13,USD,Civil Works,Safety Equipment,Maintenance,3,Restricted Tender,98.7,Net 90,2018-01-14,2018-04-14,PO105107,Ahafo South,PRJ2817,BUD867,VP,Completed
TXN004511,SUP0168,2015-09-05,1433034.4666835226,USD,Maintenance Services,Training Services,Mining Operations,1,Open Tender,75.9,Net 90,2015-09-05,2015-10-05,PO560757,Ahafo North,PRJ9913,BUD215,VP,Completed
TXN004512,SUP0244,2014-10-21,105715.83,USD,Civil Works,Equipment Parts,Security,3,Restricted Tender,82.9,Upon Delivery,2014-10-21,2015-01-19,PO171766,Ahafo South,PRJ7784,BUD651,SVP,Completed
TXN004513,SUP0471,2012-08-26,22573.37,USD,Supplies & Materials,IT Services,Mining Operations,1,Restricted Tender,95.2,Net 90,2012-08-26,2012-09-25,PO505495,Ahafo South,PRJ4248,BUD998,SVP,Completed
TXN004514,SUP0062,2011-09-16,173175.43,USD,Legal Services,Security Services,Maintenance,1,Open Tender,81.0,Net 60,2011-09-16,2011-10-16,PO519082,Ahafo South,PRJ6453,BUD449,VP,Completed
TXN004515,SUP0146,2024-02-22,7617.91,USD,Supplies & Materials,Supplies & Materials,Environmental,2,Direct Award,98.4,Upon Delivery,2024-02-22,2024-04-22,PO467666,Subika,PRJ3874,BUD859,SVP,Completed
TXN004516,SUP0400,2021-03-26,985466.87,USD,IT Services,Construction Services,Environmental,3,Open Tender,36.7,Upon Delivery,2021-03-26,2021-06-24,PO631163,Subika,PRJ4792,BUD611,SVP,Completed
TXN004517,SUP0033,2012-01-04,5456.34,USD,Civil Works,Equipment Parts,Maintenance,2,Direct Award,99.9,Net 30,2012-01-04,2012-03-04,PO308042,Subika,PRJ5467,BUD747,VP,Completed
TXN004518,SUP0185,2016-04-19,41461.61,USD,Mechanical Services,Transportation & Logistics,Mining Operations,6,Restricted Tender,83.2,Net 90,2016-04-19,2016-10-16,PO807334,Accra Office,PRJ7946,BUD129,Manager,Completed
TXN004519,SUP0251,2015-03-07,156355.71,USD,Office Supplies,Safety Equipment,Environmental,1,Open Tender,77.8,Net 30,2015-03-07,2015-04-06,PO197219,Accra Office,PRJ3255,BUD255,SVP,Completed
TXN004520,SUP0157,2013-05-12,662723.04,USD,Catering Services,Legal Services,Community Relations,3,Open Tender,26.5,Upon Delivery,2013-05-12,2013-08-10,PO938715,Accra Office,PRJ5375,BUD803,Director,Completed
TXN004521,SUP0005,2025-06-27,37406.97,USD,Consulting Services,Civil Works,Maintenance,1,Direct Award,92.7,Upon Delivery,2025-06-27,2025-07-27,,Ahafo North,PRJ7399,BUD916,Director,Completed
TXN004522,SUP0375,2022-01-01,16750.92,USD,Electrical Services,Equipment Rental,Maintenance,6,Direct Award,98.9,Net 30,2022-01-01,2022-06-30,PO709149,Subika,PRJ8388,BUD121,Director,Completed
TXN004523,SUP0369,2015-10-20,94672.61,USD,Office Supplies,Transportation & Logistics,Administration,1,Direct Award,93.0,Net 30,2015-10-20,2015-11-19,PO526128,,PRJ1543,BUD656,Manager,Completed
TXN004524,SUP0256,2011-07-25,389410.25,USD,Fuel & Lubricants,Legal Services,Mining Operations,1,Restricted Tender,61.1,Upon Delivery,2011-07-25,2011-08-24,PO942560,Subika,PRJ1315,BUD346,VP,Completed
TXN004525,SUP0382,2021-11-01,100667.96,USD,Medical Services,Supplies & Materials,Mining Operations,36,Open Tender,18.7,Net 90,2021-11-01,2024-10-16,PO689271,Subika,PRJ4093,BUD992,SVP,Completed
TXN004526,SUP0441,2020-05-24,45557.29,USD,Accounting Services,Office Supplies,Mining Operations,1,Open Tender,98.2,Net 30,2020-05-24,2020-06-23,PO824594,Accra Office,PRJ3829,BUD929,SVP,Completed
TXN004527,SUP0084,2022-10-17,36980.63,USD,Waste Management,Mechanical Services,Maintenance,2,Open Tender,96.3,Net 90,2022-10-17,2022-12-16,PO844304,Ahafo South,PRJ5995,BUD930,Director,Completed
TXN004528,SUP0444,2023-04-28,142328.56,USD,Financial Services,Construction Services,Mining Operations,6,Open Tender,79.0,Net 90,2023-04-28,2023-10-25,PO398932,Accra Office,PRJ8008,BUD689,VP,Completed
