performance_id,supplier_id,year,quarter,assessment_date,delivery_performance_pct,quality_score,cost_competitiveness_score,safety_compliance_score,contract_compliance_pct,innovation_score,capacity_utilization_pct,overall_score,improvement_recommendations,contract_renewals_eligible,assessed_by
PERF017756,SUP0451,2022,2,2022-06-01,98.4,7.6,6.7,8.7,80.7,8.0,99.6,7.8,Focus on delivery timelines,Under Review,Assessor_16
PERF017757,SUP0451,2022,3,2022-09-01,96.9,8.0,8.1,7.9,65.1,6.7,86.2,7.7,Focus on delivery timelines,Under Review,Assessor_07
PERF017758,SUP0451,2022,4,2022-12-01,87.9,9.0,7.2,7.4,93.3,5.8,84.7,7.4,Focus on delivery timelines,Under Review,Assessor_11
PERF017759,SUP0451,2023,1,2023-03-01,100.0,8.3,8.6,8.9,77.3,6.7,96.9,8.1,Minor process improvements needed,Yes,Assessor_01
PERF017760,SUP0451,2023,2,2023-06-01,99.5,8.8,9.0,7.5,86.3,6.0,82.4,7.8,Focus on delivery timelines,Under Review,Assessor_09
PERF017761,SUP0451,2023,3,2023-09-01,93.8,8.0,6.8,6.9,81.8,5.6,88.8,6.8,Enhance quality controls,Under Review,Assessor_01
PERF017762,SUP0451,2023,4,2023-12-01,97.6,7.8,7.5,8.2,84.4,7.3,73.8,7.7,Focus on delivery timelines,Under Review,Assessor_07
PERF017763,SUP0451,2024,1,2024-03-01,93.0,7.3,9.0,7.7,77.5,5.8,99.6,7.4,Focus on delivery timelines,Under Review,Assessor_03
PERF017764,SUP0451,2024,2,2024-06-01,93.2,8.5,8.6,7.6,87.1,6.9,80.1,7.9,Focus on delivery timelines,Under Review,Assessor_16
PERF017765,SUP0451,2024,3,2024-09-01,93.6,8.0,7.8,8.9,99.2,7.8,95.3,8.1,Minor process improvements needed,Yes,Assessor_06
PERF017766,SUP0451,2024,4,2024-12-01,94.0,8.5,7.3,7.3,89.1,4.0,67.1,6.8,Enhance quality controls,Under Review,Assessor_12
PERF017767,SUP0451,2025,1,2025-03-01,100.0,8.0,8.0,7.8,94.9,7.4,100.0,7.8,Focus on delivery timelines,Under Review,Assessor_13
PERF017768,SUP0451,2025,2,2025-06-01,94.2,7.2,8.6,7.6,89.3,6.1,95.8,7.4,Focus on delivery timelines,Under Review,Assessor_19
PERF017769,SUP0451,2025,3,2025-09-01,99.4,8.5,7.8,8.3,77.4,5.6,95.4,7.5,Focus on delivery timelines,Under Review,Assessor_04
PERF017770,SUP0452,2020,1,2020-03-01,100.0,9.9,7.8,10.0,100.0,7.8,97.0,8.9,Minor process improvements needed,Yes,Assessor_15
PERF017771,SUP0452,2020,2,2020-06-01,100.0,9.0,10.0,8.8,98.8,9.5,90.2,9.3,None - Excellent Performance,Yes,Assessor_09
PERF017772,SUP0452,2020,3,2020-09-01,100.0,8.0,9.2,9.5,86.5,7.3,91.8,8.5,Minor process improvements needed,Yes,Assessor_14
PERF017773,SUP0452,2020,4,2020-12-01,100.0,9.1,8.5,7.8,97.8,6.8,82.5,8.1,Minor process improvements needed,Under Review,Assessor_12
PERF017774,SUP0452,2021,1,2021-03-01,100.0,9.5,9.3,9.6,96.4,7.3,82.6,8.9,Minor process improvements needed,Yes,Assessor_12
PERF017775,SUP0452,2021,2,2021-06-01,100.0,9.5,10.0,9.4,95.9,7.1,92.6,9.0,Minor process improvements needed,Yes,Assessor_14
PERF017776,SUP0452,2021,3,2021-09-01,100.0,8.9,7.7,9.4,97.1,6.9,100.0,8.2,Minor process improvements needed,Yes,Assessor_11
PERF017777,SUP0452,2021,4,2021-12-01,100.0,9.1,8.1,10.0,100.0,6.2,100.0,8.4,Minor process improvements needed,Yes,Assessor_04
PERF017778,SUP0452,2022,1,2022-03-01,100.0,9.8,8.4,8.2,100.0,9.6,99.9,9.0,None - Excellent Performance,Yes,Assessor_10
PERF017779,SUP0452,2022,2,2022-06-01,100.0,9.9,9.9,8.9,100.0,7.1,94.5,8.9,Minor process improvements needed,Yes,Assessor_07
PERF017780,SUP0452,2022,3,2022-09-01,100.0,10.0,9.0,8.4,94.3,9.1,99.7,9.1,None - Excellent Performance,Yes,Assessor_07
PERF017781,SUP0452,2022,4,2022-12-01,100.0,9.2,8.5,8.2,100.0,7.5,95.9,8.4,Minor process improvements needed,Yes,Assessor_07
PERF017782,SUP0452,2023,1,2023-03-01,100.0,8.0,9.4,8.9,100.0,7.2,100.0,8.4,Minor process improvements needed,Yes,Assessor_09
PERF017783,SUP0452,2023,2,2023-06-01,100.0,9.1,8.5,8.8,100.0,6.8,98.4,8.3,Minor process improvements needed,Yes,Assessor_10
PERF017784,SUP0452,2023,3,2023-09-01,100.0,10.0,8.6,10.0,100.0,8.8,71.4,9.3,None - Excellent Performance,Yes,Assessor_01
PERF017785,SUP0452,2023,4,2023-12-01,100.0,9.6,10.0,10.0,94.2,6.2,95.7,9.0,Minor process improvements needed,Yes,Assessor_06
PERF017786,SUP0452,2024,1,2024-03-01,100.0,9.8,10.0,8.5,100.0,8.2,100.0,9.1,None - Excellent Performance,Yes,Assessor_09
PERF017787,SUP0452,2024,2,2024-06-01,100.0,9.8,9.9,8.8,88.9,7.8,100.0,9.1,None - Excellent Performance,Yes,Assessor_02
PERF017788,SUP0452,2024,3,2024-09-01,100.0,10.0,9.4,9.6,91.0,6.4,90.6,8.8,Minor process improvements needed,Yes,Assessor_07
PERF017789,SUP0452,2024,4,2024-12-01,100.0,9.9,9.1,9.7,100.0,6.7,91.6,8.9,Minor process improvements needed,Yes,Assessor_05
PERF017790,SUP0452,2025,1,2025-03-01,100.0,9.8,8.7,10.0,100.0,8.0,100.0,9.1,None - Excellent Performance,Yes,Assessor_06
PERF017791,SUP0452,2025,2,2025-06-01,100.0,9.2,9.4,9.7,90.1,6.5,99.0,8.7,Minor process improvements needed,Yes,Assessor_02
PERF017792,SUP0452,2025,3,2025-09-01,100.0,10.0,8.8,9.8,100.0,9.8,100.0,9.6,None - Excellent Performance,Yes,Assessor_03
PERF017793,SUP0453,2022,1,2022-03-01,82.2,7.3,7.2,7.7,87.1,5.3,95.1,6.9,Enhance quality controls,Under Review,Assessor_06
PERF017794,SUP0453,2022,2,2022-06-01,81.5,7.1,6.6,7.2,69.0,6.6,92.7,6.9,Enhance quality controls,Under Review,Assessor_18
PERF017795,SUP0453,2022,3,2022-09-01,85.1,7.5,7.2,7.6,92.3,4.9,63.3,6.8,Enhance quality controls,Under Review,Assessor_03
PERF017796,SUP0453,2022,4,2022-12-01,78.2,6.6,5.6,7.4,82.3,5.9,100.0,6.4,Enhance quality controls,Under Review,Assessor_16
PERF017797,SUP0453,2023,1,2023-03-01,78.0,6.5,5.6,6.5,93.0,4.3,70.3,5.7,Comprehensive improvement plan required,No,Assessor_06
PERF017798,SUP0453,2023,2,2023-06-01,87.6,5.9,7.5,7.1,74.7,6.6,81.0,6.7,Enhance quality controls,Under Review,Assessor_14
PERF017799,SUP0453,2023,3,2023-09-01,81.3,6.6,6.7,6.8,70.0,6.6,74.1,6.7,Enhance quality controls,Under Review,Assessor_09
PERF017800,SUP0453,2023,4,2023-12-01,84.8,6.6,8.2,7.7,74.4,5.4,91.1,7.0,Enhance quality controls,Under Review,Assessor_17
PERF017801,SUP0453,2024,1,2024-03-01,91.5,7.4,6.4,7.6,74.2,6.4,98.0,7.0,Enhance quality controls,Under Review,Assessor_15
PERF017802,SUP0453,2024,2,2024-06-01,93.4,7.2,7.4,7.1,62.4,7.7,76.3,7.4,Focus on delivery timelines,Under Review,Assessor_18
PERF017803,SUP0453,2024,3,2024-09-01,82.2,6.9,7.1,6.0,74.7,5.8,92.5,6.5,Enhance quality controls,Under Review,Assessor_06
PERF017804,SUP0453,2024,4,2024-12-01,85.6,7.7,7.1,7.8,77.0,5.7,100.0,7.1,Focus on delivery timelines,Under Review,Assessor_03
PERF017805,SUP0453,2025,1,2025-03-01,85.2,7.8,6.7,7.4,74.9,2.7,86.2,6.1,Enhance quality controls,Under Review,Assessor_07
PERF017806,SUP0453,2025,2,2025-06-01,76.2,7.6,7.8,6.7,74.6,3.2,99.3,6.3,Enhance quality controls,Under Review,Assessor_11
PERF017807,SUP0453,2025,3,2025-09-01,83.6,7.9,6.1,7.1,87.7,5.5,83.5,6.7,Enhance quality controls,Under Review,Assessor_12
PERF017808,SUP0454,2022,1,2022-03-01,100.0,9.4,9.5,8.7,84.7,7.4,100.0,8.8,Minor process improvements needed,Yes,Assessor_07
PERF017809,SUP0454,2022,2,2022-06-01,100.0,8.7,8.8,8.9,92.9,6.1,100.0,8.1,Minor process improvements needed,Yes,Assessor_14
PERF017810,SUP0454,2022,3,2022-09-01,100.0,9.1,9.8,9.4,98.8,7.4,95.6,8.9,Minor process improvements needed,Yes,Assessor_15
PERF017811,SUP0454,2022,4,2022-12-01,100.0,9.8,7.9,8.8,89.2,6.7,93.3,8.3,Minor process improvements needed,Yes,Assessor_15
PERF017812,SUP0454,2023,1,2023-03-01,100.0,9.1,8.6,9.1,86.1,7.6,80.0,8.6,Minor process improvements needed,Yes,Assessor_15
PERF017813,SUP0454,2023,2,2023-06-01,100.0,8.7,8.6,9.0,99.7,7.2,100.0,8.4,Minor process improvements needed,Yes,Assessor_07
PERF017814,SUP0454,2023,3,2023-09-01,100.0,9.4,8.1,8.5,100.0,6.5,100.0,8.1,Minor process improvements needed,Yes,Assessor_13
PERF017815,SUP0454,2023,4,2023-12-01,100.0,9.3,9.2,8.7,90.5,8.6,100.0,8.9,Minor process improvements needed,Yes,Assessor_01
PERF017816,SUP0454,2024,1,2024-03-01,100.0,9.0,8.6,9.5,96.0,6.1,100.0,8.3,Minor process improvements needed,Yes,Assessor_14
PERF017817,SUP0454,2024,2,2024-06-01,100.0,8.7,8.3,10.0,100.0,8.1,97.3,8.8,Minor process improvements needed,Yes,Assessor_10
PERF017818,SUP0454,2024,3,2024-09-01,100.0,9.5,10.0,7.9,98.1,6.7,94.5,8.5,Minor process improvements needed,Under Review,Assessor_03
PERF017819,SUP0454,2024,4,2024-12-01,100.0,9.0,8.6,9.1,90.9,7.7,100.0,8.6,Minor process improvements needed,Yes,Assessor_03
PERF017820,SUP0454,2025,1,2025-03-01,100.0,9.1,7.1,10.0,92.4,7.4,81.2,8.4,Minor process improvements needed,Yes,Assessor_02
PERF017821,SUP0454,2025,2,2025-06-01,100.0,9.1,9.9,9.1,100.0,6.5,94.0,8.6,Minor process improvements needed,Yes,Assessor_10
PERF017822,SUP0454,2025,3,2025-09-01,100.0,9.0,8.9,8.9,97.1,6.8,100.0,8.4,Minor process improvements needed,Yes,Assessor_03
PERF017823,SUP0455,2010,1,2010-03-01,72.3,6.2,6.0,6.2,55.7,6.4,69.3,6.2,Enhance quality controls,Under Review,Assessor_17
PERF017824,SUP0455,2010,2,2010-06-01,67.0,5.0,5.2,6.6,68.9,2.7,76.8,4.9,Comprehensive improvement plan required,No,Assessor_04
PERF017825,SUP0455,2010,3,2010-09-01,69.7,5.6,5.7,5.3,59.8,2.6,76.1,4.8,Comprehensive improvement plan required,No,Assessor_17
PERF017826,SUP0455,2010,4,2010-12-01,64.3,5.7,5.3,4.9,67.6,2.5,73.8,4.6,Comprehensive improvement plan required,No,Assessor_02
PERF017827,SUP0455,2011,1,2011-03-01,68.6,6.1,5.3,5.3,57.6,4.8,86.9,5.4,Comprehensive improvement plan required,No,Assessor_05
PERF017828,SUP0455,2011,2,2011-06-01,68.8,4.5,5.6,5.8,60.6,3.3,78.5,4.8,Comprehensive improvement plan required,No,Assessor_14
PERF017829,SUP0455,2011,3,2011-09-01,68.9,5.5,6.3,5.0,60.1,3.4,54.8,5.1,Comprehensive improvement plan required,No,Assessor_14
PERF017830,SUP0455,2011,4,2011-12-01,62.9,5.8,6.0,5.2,71.9,4.7,86.8,5.5,Comprehensive improvement plan required,No,Assessor_19
PERF017831,SUP0455,2012,1,2012-03-01,68.1,6.1,6.0,5.9,55.1,6.3,90.3,6.1,Enhance quality controls,Under Review,Assessor_09
PERF017832,SUP0455,2012,2,2012-06-01,68.8,5.7,4.8,6.0,68.4,4.5,80.4,5.3,Comprehensive improvement plan required,No,Assessor_12
PERF017833,SUP0455,2012,3,2012-09-01,64.3,6.4,6.2,5.5,70.9,4.0,75.3,5.5,Comprehensive improvement plan required,No,Assessor_01
PERF017834,SUP0455,2012,4,2012-12-01,74.8,6.2,6.6,5.7,67.5,5.2,81.8,5.9,Comprehensive improvement plan required,No,Assessor_02
PERF017835,SUP0455,2013,1,2013-03-01,73.7,5.7,6.0,5.0,65.7,5.5,95.6,5.5,Comprehensive improvement plan required,No,Assessor_05
PERF017836,SUP0455,2013,2,2013-06-01,79.9,6.5,5.3,5.9,70.3,5.3,66.7,5.7,Comprehensive improvement plan required,No,Assessor_16
PERF017837,SUP0455,2013,3,2013-09-01,66.1,5.5,4.9,6.5,58.5,4.4,85.5,5.3,Comprehensive improvement plan required,No,Assessor_12
PERF017838,SUP0455,2013,4,2013-12-01,63.3,5.5,5.5,5.5,66.9,5.8,74.3,5.6,Comprehensive improvement plan required,No,Assessor_16
PERF017839,SUP0455,2014,1,2014-03-01,65.8,6.0,6.5,4.8,71.9,7.4,66.1,6.2,Enhance quality controls,Under Review,Assessor_02
PERF017840,SUP0455,2014,2,2014-06-01,79.7,6.8,7.4,5.8,55.2,5.0,93.5,6.2,Enhance quality controls,Under Review,Assessor_11
PERF017841,SUP0455,2014,3,2014-09-01,63.7,5.0,4.4,6.3,59.3,5.5,76.1,5.3,Comprehensive improvement plan required,No,Assessor_07
PERF017842,SUP0455,2014,4,2014-12-01,69.7,6.4,4.2,5.6,62.3,4.8,95.3,5.2,Comprehensive improvement plan required,No,Assessor_15
PERF017843,SUP0455,2015,1,2015-03-01,68.0,5.5,3.6,5.2,68.7,3.7,64.8,4.5,Comprehensive improvement plan required,No,Assessor_16
PERF017844,SUP0455,2015,2,2015-06-01,82.3,6.2,5.8,5.2,75.3,2.3,82.4,4.9,Comprehensive improvement plan required,No,Assessor_01
PERF017845,SUP0455,2015,3,2015-09-01,71.2,6.9,6.4,6.2,65.6,4.0,82.2,5.9,Comprehensive improvement plan required,No,Assessor_10
PERF017846,SUP0455,2015,4,2015-12-01,67.5,6.5,5.7,5.4,65.7,4.0,82.4,5.4,Comprehensive improvement plan required,No,Assessor_01
PERF017847,SUP0455,2016,1,2016-03-01,67.2,6.8,7.8,7.2,64.3,4.1,62.3,6.5,Enhance quality controls,Under Review,Assessor_18
PERF017848,SUP0455,2016,2,2016-06-01,64.6,5.6,5.3,6.0,50.8,4.3,88.8,5.3,Comprehensive improvement plan required,No,Assessor_01
PERF017849,SUP0455,2016,3,2016-09-01,76.1,6.5,5.3,5.5,65.3,4.5,100.0,5.5,Comprehensive improvement plan required,No,Assessor_17
PERF017850,SUP0455,2016,4,2016-12-01,71.6,6.5,5.4,6.3,65.9,3.9,73.1,5.5,Comprehensive improvement plan required,No,Assessor_07
PERF017851,SUP0455,2017,1,2017-03-01,75.8,5.3,6.1,6.8,62.5,3.6,93.5,5.4,Comprehensive improvement plan required,No,Assessor_03
PERF017852,SUP0455,2017,2,2017-06-01,71.7,6.5,6.4,7.1,65.8,5.0,84.0,6.2,Enhance quality controls,Under Review,Assessor_14
PERF017853,SUP0455,2017,3,2017-09-01,74.7,7.2,5.7,6.4,55.2,5.0,90.0,6.1,Enhance quality controls,Under Review,Assessor_04
PERF017854,SUP0455,2017,4,2017-12-01,67.1,6.4,6.4,5.9,50.6,2.9,83.0,5.4,Comprehensive improvement plan required,No,Assessor_10
PERF017855,SUP0455,2018,1,2018-03-01,70.4,6.1,6.8,7.1,60.0,5.1,77.7,6.3,Enhance quality controls,Under Review,Assessor_15
PERF017856,SUP0455,2018,2,2018-06-01,69.7,6.4,4.3,6.0,54.0,2.8,82.1,4.9,Comprehensive improvement plan required,No,Assessor_10
PERF017857,SUP0455,2018,3,2018-09-01,77.5,6.4,6.4,6.3,74.3,6.9,86.1,6.5,Enhance quality controls,Under Review,Assessor_14
PERF017858,SUP0455,2018,4,2018-12-01,73.6,6.6,6.4,6.6,53.3,2.4,84.7,5.5,Comprehensive improvement plan required,No,Assessor_04
PERF017859,SUP0455,2019,1,2019-03-01,70.9,7.4,4.5,5.7,68.7,4.1,100.0,5.4,Comprehensive improvement plan required,No,Assessor_14
PERF017860,SUP0455,2019,2,2019-06-01,76.7,7.1,5.0,6.8,60.2,4.3,95.0,5.8,Comprehensive improvement plan required,No,Assessor_15
PERF017861,SUP0455,2019,3,2019-09-01,73.3,7.1,4.5,6.3,55.1,5.1,82.3,5.7,Comprehensive improvement plan required,No,Assessor_06
PERF017862,SUP0455,2019,4,2019-12-01,73.2,6.5,5.1,6.8,62.7,3.2,65.8,5.4,Comprehensive improvement plan required,No,Assessor_17
PERF017863,SUP0455,2020,1,2020-03-01,68.6,7.0,5.9,5.5,48.9,5.7,68.8,6.0,Enhance quality controls,Under Review,Assessor_02
PERF017864,SUP0455,2020,2,2020-06-01,74.0,6.5,6.3,5.5,68.1,5.7,92.2,6.0,Enhance quality controls,Under Review,Assessor_02
PERF017865,SUP0455,2020,3,2020-09-01,75.9,5.9,6.1,5.7,64.5,3.9,85.4,5.4,Comprehensive improvement plan required,No,Assessor_09
PERF017866,SUP0455,2020,4,2020-12-01,73.7,7.1,5.6,5.9,63.2,3.3,74.0,5.5,Comprehensive improvement plan required,No,Assessor_09
PERF017867,SUP0455,2021,1,2021-03-01,72.9,7.1,6.6,5.8,63.8,5.3,91.7,6.2,Enhance quality controls,Under Review,Assessor_01
PERF017868,SUP0455,2021,2,2021-06-01,75.4,6.6,4.7,5.8,71.6,5.7,86.2,5.7,Comprehensive improvement plan required,No,Assessor_08
PERF017869,SUP0455,2021,3,2021-09-01,71.3,7.0,5.4,5.9,55.0,4.5,100.0,5.7,Comprehensive improvement plan required,No,Assessor_02
PERF017870,SUP0455,2021,4,2021-12-01,68.4,6.3,5.4,6.5,73.2,3.8,98.9,5.5,Comprehensive improvement plan required,No,Assessor_06
PERF017871,SUP0455,2022,1,2022-03-01,68.5,7.3,6.6,4.9,74.1,2.9,88.8,5.4,Comprehensive improvement plan required,No,Assessor_12
PERF017872,SUP0455,2022,2,2022-06-01,76.6,7.5,6.4,6.9,61.4,3.0,96.4,5.9,Comprehensive improvement plan required,No,Assessor_06
PERF017873,SUP0455,2022,3,2022-09-01,72.7,6.8,6.9,5.6,70.6,5.7,94.2,6.2,Enhance quality controls,Under Review,Assessor_01
PERF017874,SUP0455,2022,4,2022-12-01,77.0,6.8,3.7,5.4,66.1,2.2,85.5,4.5,Comprehensive improvement plan required,No,Assessor_09
PERF017875,SUP0455,2023,1,2023-03-01,68.3,6.9,5.2,6.7,52.3,5.2,90.3,6.0,Enhance quality controls,Under Review,Assessor_08
PERF017876,SUP0455,2023,2,2023-06-01,72.1,7.0,6.7,7.4,70.7,3.4,80.4,6.1,Enhance quality controls,Under Review,Assessor_15
PERF017877,SUP0455,2023,3,2023-09-01,70.0,6.9,5.5,5.5,63.0,4.2,91.1,5.5,Comprehensive improvement plan required,No,Assessor_16
PERF017878,SUP0455,2023,4,2023-12-01,73.5,6.5,5.4,6.2,49.4,4.6,84.7,5.7,Comprehensive improvement plan required,No,Assessor_11
PERF017879,SUP0455,2024,1,2024-03-01,74.3,7.0,6.2,6.2,63.5,6.0,73.9,6.4,Enhance quality controls,Under Review,Assessor_06
PERF017880,SUP0455,2024,2,2024-06-01,77.7,7.7,4.4,6.3,62.3,3.7,82.8,5.5,Comprehensive improvement plan required,No,Assessor_15
PERF017881,SUP0455,2024,3,2024-09-01,74.1,6.7,5.5,5.4,67.7,7.1,97.3,6.2,Enhance quality controls,Under Review,Assessor_06
PERF017882,SUP0455,2024,4,2024-12-01,74.4,6.0,5.3,7.1,58.3,2.6,100.0,5.2,Comprehensive improvement plan required,No,Assessor_03
PERF017883,SUP0455,2025,1,2025-03-01,75.0,7.2,5.5,7.3,60.3,4.1,86.6,6.0,Enhance quality controls,Under Review,Assessor_14
PERF017884,SUP0455,2025,2,2025-06-01,72.8,7.0,3.9,5.3,58.5,5.8,84.2,5.5,Comprehensive improvement plan required,No,Assessor_02
PERF017885,SUP0455,2025,3,2025-09-01,67.6,6.1,6.1,5.7,60.0,3.9,83.5,5.4,Comprehensive improvement plan required,No,Assessor_16
PERF017886,SUP0456,2019,1,2019-03-01,100.0,8.5,8.6,8.9,100.0,10.0,90.6,9.0,Minor process improvements needed,Yes,Assessor_03
PERF017887,SUP0456,2019,2,2019-06-01,100.0,7.6,7.8,8.7,97.7,8.6,92.3,8.2,Minor process improvements needed,Yes,Assessor_01
PERF017888,SUP0456,2019,3,2019-09-01,100.0,9.1,7.8,8.3,100.0,6.7,100.0,8.0,Focus on delivery timelines,Under Review,Assessor_19
PERF017889,SUP0456,2019,4,2019-12-01,94.6,8.7,8.4,8.9,98.6,7.4,86.9,8.4,Minor process improvements needed,Yes,Assessor_06
PERF017890,SUP0456,2020,1,2020-03-01,96.7,8.3,8.4,8.1,83.5,5.5,100.0,7.6,Focus on delivery timelines,Under Review,Assessor_13
PERF017891,SUP0456,2020,2,2020-06-01,100.0,9.1,8.8,9.4,100.0,9.1,83.1,9.1,None - Excellent Performance,Yes,Assessor_17
PERF017892,SUP0456,2020,3,2020-09-01,100.0,9.2,7.7,9.7,81.8,9.2,95.4,9.0,Minor process improvements needed,Yes,Assessor_07
PERF017893,SUP0456,2020,4,2020-12-01,100.0,9.1,8.3,8.6,100.0,5.3,96.9,7.8,Focus on delivery timelines,Under Review,Assessor_19
PERF017894,SUP0456,2021,1,2021-03-01,100.0,8.9,7.3,9.4,77.4,8.7,85.1,8.6,Minor process improvements needed,Yes,Assessor_04
PERF017895,SUP0456,2021,2,2021-06-01,100.0,8.4,9.1,7.8,89.6,5.1,86.4,7.6,Focus on delivery timelines,Under Review,Assessor_19
PERF017896,SUP0456,2021,3,2021-09-01,100.0,8.0,7.8,7.8,95.3,7.7,76.9,7.8,Focus on delivery timelines,Under Review,Assessor_02
PERF017897,SUP0456,2021,4,2021-12-01,100.0,8.9,7.2,9.1,100.0,6.0,95.0,7.8,Focus on delivery timelines,Under Review,Assessor_05
PERF017898,SUP0456,2022,1,2022-03-01,100.0,8.6,9.4,8.7,100.0,8.6,100.0,8.8,Minor process improvements needed,Yes,Assessor_06
PERF017899,SUP0456,2022,2,2022-06-01,98.1,8.9,9.3,8.7,86.5,5.0,91.3,8.0,Minor process improvements needed,Yes,Assessor_04
PERF017900,SUP0456,2022,3,2022-09-01,100.0,8.8,8.4,8.1,99.4,6.3,91.1,7.9,Focus on delivery timelines,Under Review,Assessor_17
PERF017901,SUP0456,2022,4,2022-12-01,99.7,9.9,8.2,8.3,91.5,6.0,96.3,8.1,Minor process improvements needed,Yes,Assessor_01
PERF017902,SUP0456,2023,1,2023-03-01,100.0,8.8,7.9,8.8,70.8,6.8,85.7,8.1,Minor process improvements needed,Yes,Assessor_09
PERF017903,SUP0456,2023,2,2023-06-01,100.0,9.5,8.5,8.7,100.0,6.1,95.6,8.2,Minor process improvements needed,Yes,Assessor_05
PERF017904,SUP0456,2023,3,2023-09-01,100.0,8.9,8.6,8.3,90.4,5.8,92.1,7.9,Focus on delivery timelines,Under Review,Assessor_11
PERF017905,SUP0456,2023,4,2023-12-01,100.0,8.9,9.1,9.1,100.0,6.3,100.0,8.4,Minor process improvements needed,Yes,Assessor_14
PERF017906,SUP0456,2024,1,2024-03-01,100.0,9.0,9.2,8.7,83.0,7.6,90.5,8.6,Minor process improvements needed,Yes,Assessor_08
PERF017907,SUP0456,2024,2,2024-06-01,100.0,8.8,7.5,8.9,100.0,6.6,69.9,8.0,Focus on delivery timelines,Under Review,Assessor_14
PERF017908,SUP0456,2024,3,2024-09-01,100.0,8.8,9.7,9.2,94.8,7.3,80.4,8.8,Minor process improvements needed,Yes,Assessor_11
PERF017909,SUP0456,2024,4,2024-12-01,100.0,9.5,8.9,9.6,98.4,8.3,90.6,9.0,None - Excellent Performance,Yes,Assessor_11
PERF017910,SUP0456,2025,1,2025-03-01,100.0,9.8,9.8,8.3,92.1,7.7,67.9,8.9,Minor process improvements needed,Yes,Assessor_16
PERF017911,SUP0456,2025,2,2025-06-01,100.0,9.7,8.4,9.2,82.0,6.2,73.7,8.4,Minor process improvements needed,Yes,Assessor_14
PERF017912,SUP0456,2025,3,2025-09-01,99.5,8.8,8.2,9.4,99.2,6.2,100.0,8.1,Minor process improvements needed,Yes,Assessor_18
PERF017913,SUP0457,2021,1,2021-03-01,100.0,9.0,7.0,9.6,99.4,5.4,99.8,7.8,Focus on delivery timelines,Under Review,Assessor_09
PERF017914,SUP0457,2021,2,2021-06-01,100.0,8.6,8.1,9.4,91.2,7.9,100.0,8.5,Minor process improvements needed,Yes,Assessor_06
PERF017915,SUP0457,2021,3,2021-09-01,100.0,8.3,7.8,7.7,100.0,5.0,87.9,7.2,Focus on delivery timelines,Under Review,Assessor_19
PERF017916,SUP0457,2021,4,2021-12-01,96.9,8.3,7.2,7.2,94.6,8.7,100.0,7.8,Focus on delivery timelines,Under Review,Assessor_05
PERF017917,SUP0457,2022,1,2022-03-01,87.2,8.2,8.0,8.3,97.2,7.1,98.6,7.9,Focus on delivery timelines,Under Review,Assessor_10
PERF017918,SUP0457,2022,2,2022-06-01,100.0,8.2,8.4,8.9,87.1,6.2,86.4,7.9,Focus on delivery timelines,Under Review,Assessor_10
PERF017919,SUP0457,2022,3,2022-09-01,100.0,8.9,8.8,8.2,93.1,5.7,81.2,7.9,Focus on delivery timelines,Under Review,Assessor_05
PERF017920,SUP0457,2022,4,2022-12-01,100.0,8.9,7.3,8.7,100.0,7.2,82.6,8.0,Minor process improvements needed,Yes,Assessor_08
PERF017921,SUP0457,2023,1,2023-03-01,100.0,9.0,7.1,7.3,98.0,6.3,94.0,7.4,Focus on delivery timelines,Under Review,Assessor_01
PERF017922,SUP0457,2023,2,2023-06-01,99.5,7.5,9.0,8.1,90.4,6.3,92.2,7.7,Focus on delivery timelines,Under Review,Assessor_18
PERF017923,SUP0457,2023,3,2023-09-01,100.0,9.9,7.3,8.2,88.2,7.3,100.0,8.2,Minor process improvements needed,Yes,Assessor_15
PERF017924,SUP0457,2023,4,2023-12-01,100.0,8.3,9.5,8.2,68.8,6.0,94.5,8.0,Focus on delivery timelines,Under Review,Assessor_01
PERF017925,SUP0457,2024,1,2024-03-01,100.0,9.0,8.0,10.0,100.0,5.7,82.6,8.2,Minor process improvements needed,Yes,Assessor_09
PERF017926,SUP0457,2024,2,2024-06-01,100.0,8.6,8.0,8.8,98.5,7.2,100.0,8.2,Minor process improvements needed,Yes,Assessor_19
PERF017927,SUP0457,2024,3,2024-09-01,100.0,9.6,7.1,8.6,100.0,6.6,83.3,8.0,Minor process improvements needed,Yes,Assessor_12
PERF017928,SUP0457,2024,4,2024-12-01,100.0,8.5,8.6,8.2,100.0,7.1,99.3,8.1,Minor process improvements needed,Yes,Assessor_01
PERF017929,SUP0457,2025,1,2025-03-01,100.0,9.3,8.7,8.7,98.5,7.9,87.5,8.6,Minor process improvements needed,Yes,Assessor_11
PERF017930,SUP0457,2025,2,2025-06-01,100.0,8.5,8.1,8.5,89.2,7.5,69.2,8.1,Minor process improvements needed,Yes,Assessor_09
PERF017931,SUP0457,2025,3,2025-09-01,100.0,9.6,8.3,8.4,88.7,5.6,78.8,8.0,Focus on delivery timelines,Under Review,Assessor_11
PERF017932,SUP0458,2020,1,2020-03-01,95.0,8.4,8.7,8.9,83.3,7.3,96.5,8.3,Minor process improvements needed,Yes,Assessor_19
PERF017933,SUP0458,2020,2,2020-06-01,100.0,8.5,9.0,8.4,93.0,6.0,89.5,8.0,Focus on delivery timelines,Under Review,Assessor_07
